cid,zcmb,MU_SH0ES,u_mean,g_mean,r_mean,i_mean,z_mean,u_median,g_median,r_median,i_median,z_median,z_diff_mean,z_diff_median
1299775,0.16009,39.0428,19.656308113207547,18.93043924528302,18.298643584905662,17.832960566037737,17.61876037735849,19.2047,18.42359,17.77527,17.36594,17.13828,5.473396226414163e-05,0.000151600000000001
1299785,0.38131,41.4549,20.664188795180724,20.124396024096384,19.704570361445786,19.425771445783134,18.972183614457833,20.71637,20.20613,19.56765,19.24803,18.74494,1.5625301204836535e-05,2.81000000000308e-05
1300516,0.31043,40.6197,21.026376,20.276420533333333,19.738991733333332,19.552810400000002,19.192062133333334,20.94865,20.05094,19.52421,19.35403,18.79656,6.301333333347975e-06,2.83000000000366e-05
1300912,0.3378,41.1537,21.030287878787878,20.379299393939394,19.63685303030303,19.391181212121214,18.835801363636364,20.484855,20.06255,19.348205,19.029995,18.46882,1.8963636363648396e-05,6.290000000000455e-05
1301933,0.3296,41.1031,20.633363378378377,20.05832445945946,19.44047851351351,19.239178918918917,18.76192256756757,20.460275000000003,19.912550000000003,19.29208,19.063485,18.596725,-9.883783783788216e-06,-3.984999999998015e-05
1302058,0.19786,39.492,20.508853255813953,19.66109,18.965442790697676,18.50757639534884,18.287123604651164,19.89311,19.139095,18.44379,17.986545,17.8413,2.0570930232548398e-05,1.835000000000025e-05
1302141,0.6088,42.4282,21.488177999999998,20.8767202,20.5577486,20.1118032,20.0173703,21.46002,20.97925,20.552505,20.077875,20.026205,-0.00015263800000000352,-0.0001617500000000155
1302187,0.21943,40.0048,20.789116875,20.10589953125,19.35159140625,18.90022140625,18.70801875,20.18643,19.701500000000003,18.90174,18.422365,18.304395,4.675468750001516e-05,0.0001007500000000241
1302523,0.42392,41.7264,21.29513618556701,20.45206886597938,19.919712268041238,19.52748824742268,19.268967422680415,21.19535,20.43857,19.84267,19.36023,19.07581,2.735257731956841e-05,3.68000000000034e-05
1302648,0.23171,40.0875,19.97180792207792,19.326813766233766,18.627886883116883,18.209104805194805,18.03380207792208,19.72345,19.20642,18.55361,18.07588,17.95409,4.148571428571511e-05,4.40999999999913e-05
1303004,0.29496,40.762,20.084769104477612,19.605931940298507,19.030221940298507,18.81942791044776,18.385206268656717,19.71467,19.31313,18.78458,18.54735,18.082,1.2874626865667374e-05,2.02999999999731e-05
1303279,0.17274,39.2676,20.636584590163935,19.870832295081968,19.090949672131146,18.468758032786884,18.25732524590164,19.89899,19.20669,18.49025,17.97004,17.71314,-6.890983606558e-05,-6.22000000000122e-05
1303496,0.17979,39.5962,20.381155217391303,19.551059130434783,18.84565695652174,18.35826826086957,18.17176463768116,19.74372,18.93709,18.27454,17.79431,17.6711,1.6318840579705964e-05,3.29999999998387e-06
1303883,0.25911,40.5418,20.229341690140846,19.65497676056338,19.03972450704225,18.67756014084507,18.40108338028169,19.82384,19.43773,18.60566,18.3657,18.02415,2.3423943661963626e-05,5.78999999999996e-05
1303952,0.56263,42.6016,21.3682564,20.6979428,20.3182437,19.8721837,19.6578502,21.28152,20.582335,20.296419999999998,19.784455,19.58793,-0.0001221889999999646,-8.60999999999778e-05
1304127,0.72861,43.005,21.3259683,20.7248457,20.478913,20.2807394,20.0066725,21.290840000000003,20.811065,20.569525,20.405630000000002,20.10511,-0.00019179399999998036,-0.0001966499999999645
1304442,0.22451,40.1293,20.168430657894735,19.526644078947367,18.881499342105265,18.424602368421052,18.22998039473684,19.661425,19.15253,18.450995,18.056800000000003,17.998755,3.431447368422213e-05,7.985000000000625e-05
1304678,0.21884,40.1416,20.357412794117646,19.74042808823529,19.01547485294118,18.485208529411764,18.33235088235294,19.836945,19.303069999999998,18.58424,18.11293,17.98641,-7.305882352947553e-06,-6.000000000033748e-07
1305504,0.4956,42.1453,21.805529,20.885778100000003,20.2059146,19.6342884,19.338009,21.830750000000002,21.065755,20.21298,19.561210000000003,19.279995,-0.00010916099999998801,-0.00010169999999998201
1305626,0.32573,41.0478,20.533440625,20.05395359375,19.4325090625,19.19207,18.7412615625,20.18423,19.981340000000003,19.25672,19.03096,18.49648,-2.3414062500022725e-05,-2.82000000000337e-05
1306029,0.42895,41.8266,21.207292499999998,20.410007,19.8441833,19.4115322,19.1928176,21.007345,20.411704999999998,19.802680000000002,19.295665,19.01115,-6.649599999999859e-05,-5.72999999999823e-05
1306073,0.32859,41.1,20.37051851851852,19.84271425925926,19.09728925925926,18.824352777777776,18.2956937037037,20.38278,19.923704999999998,18.937645,18.71148,18.167949999999998,2.627777777778915e-05,3.9700000000003554e-05
1306141,0.3324,40.977,20.343009444444444,19.82340759259259,19.240899444444445,19.03822740740741,18.507529814814816,19.880055,19.492330000000003,18.993434999999998,18.783625,18.205845,-3.989074074071274e-05,-6.849999999999905e-05
1306360,0.45478,41.8839,21.2544769,20.5087506,19.9606994,19.4686962,19.2114054,21.354455,20.72962,20.16484,19.45409,19.180195,-1.732100000001787e-05,-1.800000000024005e-06
1306390,0.40911,41.7405,21.54299818181818,20.627307474747475,19.991741313131314,19.538778080808083,19.168349191919194,21.73963,20.82997,20.07394,19.45083,19.03126,3.1456565656590996e-05,8.58000000000247e-05
1306537,0.47948,42.0107,21.390358799999998,20.5606789,19.9514839,19.4343365,19.1767838,21.49263,20.866355,20.14443,19.47694,19.15608,-6.909900000001619e-05,-4.7850000000015895e-05
1306626,0.4209,41.6178,21.3123185,20.592610399999998,19.9589028,19.4908385,19.1393366,21.146845,20.6012,19.91114,19.28652,18.976925,-3.245499999999838e-05,-3.934999999999355e-05
1306785,0.57535,42.1912,21.446654199999998,20.6823499,20.3133306,19.8454677,19.7246094,21.592599999999997,20.83662,20.353625,19.77883,19.64327,-0.00013935800000002693,-0.00011895000000000601
1306980,0.54886,42.1695,21.422370500000003,20.7106491,20.3119935,19.8117978,19.6108743,21.294215,20.60261,20.150675,19.728385,19.558505,-0.0001356220000000172,-0.0001271500000000195
1306991,0.42199,41.5336,21.491270399999998,20.663857699999998,20.0502708,19.6336413,19.345903800000002,21.56293,20.812915,20.149405,19.559275,19.240850000000002,-4.698999999997725e-05,-7.554999999997975e-05
1307277,0.41114,41.662,20.705610103092784,20.072224845360825,19.622205360824744,19.292935567010307,18.96178113402062,20.44213,20.02002,19.7298,19.27047,18.93446,2.8162886597929586e-05,4.92999999999743e-05
1307830,0.35949,41.4213,21.355390900000003,20.618307799999997,20.0129752,19.8009731,19.2990184,21.24157,20.720015,19.812815,19.509104999999998,18.94408,2.3614000000025067e-05,5.145000000003615e-05
1308314,0.40648,41.6914,21.1845886,20.4197526,19.913176800000002,19.5435467,19.1907737,20.977725,20.45715,19.760095,19.377699999999997,19.001440000000002,5.366999999989982e-06,2.019999999999795e-05
1308326,0.32622,41.0504,20.591677037037037,20.096989074074074,19.373596666666668,19.22210685185185,18.69033611111111,20.28103,19.95683,19.10679,18.969545,18.446875,6.403148148146808e-05,9.64499999999976e-05
1308568,0.64305,42.3609,21.488090200000002,20.7888103,20.417886799999998,20.0027821,19.792816600000002,21.09542,20.591175,20.399675000000002,19.896565000000002,19.739865,-0.00015295600000000823,-0.0001549499999999865
1308582,0.36705,41.2088,20.776711624999997,20.150644,19.622192000000002,19.3954365,18.950290000000003,20.81391,20.289685,19.470965,19.0246,18.62386,1.8487500000087978e-06,1.2950000000011535e-05
1308957,0.61869,42.7164,21.530625399999998,20.8270448,20.4786187,20.0250912,19.8968749,21.452550000000002,20.973595,20.560765,20.075605,19.966255,-0.00014813899999996686,-0.00012570000000000598
1309288,0.26794,40.5103,20.434864352941176,20.006099294117647,19.32720388235294,19.033931647058825,18.591961058823532,20.17856,19.60935,18.89108,18.68673,18.29065,4.269764705881299e-05,6.52999999999903e-05
1309492,0.33353,41.0025,21.162359361702126,20.496094255319147,19.818506382978722,19.681316382978725,19.164381063829786,20.80327,20.03514,19.25841,19.15613,18.71781,-1.4044680851058968e-05,-1.01000000000128e-05
1309749,0.78929,43.1995,21.1969173,20.672025400000003,20.4231121,20.2501101,19.9473852,21.099895,20.668655,20.46677,20.445315,20.100645,-0.00016348600000004793,-0.00015005000000001202
1310338,0.43883,41.4679,21.152690699999997,20.421765399999998,19.893551600000002,19.446054200000003,19.205779500000002,20.89,20.469795,19.882579999999997,19.244955,19.04232,-6.009399999999827e-05,-2.4049999999997603e-05
1310395,0.28899,40.702,20.317819666666665,19.810316166666667,19.258718,19.03801533333333,18.623353666666667,20.125335,19.63439,18.994970000000002,18.77075,18.3039,-2.1901666666687633e-05,-1.7250000000024102e-05
1312274,0.42451,41.7483,21.2744673,20.448575,19.8933803,19.4880436,19.2028131,21.225635,20.67984,19.809424999999997,19.315289999999997,19.08397,-1.1591999999999167e-05,-1.53499999999973e-05
1313594,0.28835,40.749,20.740453382352943,20.018862941176472,19.222569264705882,19.049804558823528,18.5759025,20.12131,19.65655,18.905324999999998,18.677239999999998,18.27683,5.264705882389812e-07,3.53000000000158e-05
1314897,0.33663,41.0367,20.538230169491527,20.00885118644068,19.370289999999997,19.166281355932203,18.67704711864407,20.19994,19.87703,19.3187,18.98654,18.6162,9.01694915255804e-06,3.63999999999919e-05
1315192,0.22714,40.097,19.999696515151516,19.303561969696972,18.614161363636363,18.17457818181818,18.03624090909091,19.71769,19.12263,18.330264999999997,17.93113,17.799895,6.196969696959913e-06,1.269999999999045e-05
1315259,0.22806,40.2236,20.328556304347828,19.670849239130433,18.938380543478264,18.47284293478261,18.29388945652174,20.020515,19.28767,18.56279,18.070635000000003,17.979105,-1.756521739142937e-06,1.3999999999847455e-06
1315296,0.41258,41.7893,20.60722311111111,20.020044666666667,19.66102377777778,19.357550222222223,19.020413,20.21773,19.861955000000002,19.52906,19.251295,18.944765,1.5574444444442577e-05,3.27999999999717e-05
1316385,0.14741,39.0154,20.03058857142857,19.165225102040818,18.37718693877551,17.806250612244895,17.593204081632653,19.52472,18.40948,17.55125,17.1355,17.0937,9.440816326517198e-06,1.79999999999624e-06
1316431,0.19815,39.8879,20.42991551724138,19.644208045977013,18.999641609195404,18.525855977011496,18.326252988505747,19.8626,19.16729,18.46823,18.0091,17.89989,-2.521149425286757e-05,-5.56999999999918e-05
1316437,0.47196,42.0374,21.377331899999998,20.7322217,20.2155584,19.717426800000002,19.4501241,21.62961,20.955785,20.247864999999997,19.625725,19.38116,-6.078799999999206e-05,-6.554999999999755e-05
1316465,0.3291,41.0566,20.332601692307694,19.735721076923078,19.069288461538463,18.85140584615385,18.348310307692305,20.08041,19.49987,18.85263,18.66952,18.10721,3.436615384615053e-05,3.57999999999747e-05
1317277,0.23711,40.2245,20.262219154929575,19.718250140845072,18.980510985915494,18.520379577464787,18.324658028169015,19.84943,19.32897,18.5647,18.16449,17.98137,-1.5830985915353206e-06,-1.50999999999901e-05
1317286,0.28198,40.5986,20.226459056603773,19.653513962264153,19.071360566037736,18.886069245283018,18.404280754716982,19.85006,19.42002,18.82057,18.60147,18.1646,-4.057358490566976e-05,-3.46999999999986e-05
1317454,0.56883,42.2407,21.5213632,20.7648464,20.3972958,19.9298291,19.7350903,21.46434,21.018955,20.528685,19.85819,19.652055,-0.00012844799999994747,-0.000153049999999932
1317666,0.1412,39.1237,19.73701,18.844830714285713,18.069877619047617,17.544,17.393471428571427,19.17586,18.372665,17.591625,17.094099999999997,16.896279999999997,-4.976666666666099e-05,-7.704999999999515e-05
1319366,0.23483,40.158,20.164316081081083,19.614600675675675,18.920098108108107,18.488084864864863,18.279484864864866,19.711895,19.227935,18.687579999999997,18.298765,18.12202,1.603918918917738e-05,5.73499999999976e-05
1319821,0.30881,40.9954,20.60959,19.922779692307692,19.349391384615387,19.145406461538464,18.602466307692307,19.74114,19.35958,18.88298,18.68344,18.22912,-1.6266153846129646e-05,-1.16999999999478e-05
1320166,0.44896,41.9875,21.1319533,20.3962604,19.809514999999998,19.339536,19.081323299999998,21.051000000000002,20.469884999999998,19.93128,19.281109999999998,18.980835,-7.633100000002605e-05,-4.52500000000244e-05
1322229,0.52613,42.1702,21.614038700000002,20.8679306,20.4062002,19.9117082,19.6802044,21.510060000000003,21.029235,20.326585,19.78585,19.56541,-0.0001782659999999888,-0.000192199999999975
1322979,0.52939,42.2913,21.447933199999998,20.7918068,20.274715699999998,19.7352034,19.536122,21.423165,20.938465,20.310895,19.72591,19.437829999999998,-0.00016668500000002493,-0.00016260000000001252
1324542,0.54154,42.53,21.451670600000003,20.7455402,20.3583604,19.8697282,19.676273000000002,21.32917,20.744149999999998,20.34225,19.69277,19.593715,-0.0001432350000000213,-0.00015484999999998352
1325358,0.77931,43.0395,21.3543787,20.7949874,20.5672568,20.3793912,20.0981332,21.31816,20.901674999999997,20.75513,20.522965,20.178440000000002,-0.00023706899999994158,-0.000233249999999962
1327978,0.20699,39.9225,19.872826,19.21415357142857,18.564571142857144,18.169823428571426,18.014524571428574,19.43194,18.86687,18.20207,17.735644999999998,17.666945,3.637428571427726e-05,4.62499999999976e-05
1328066,0.4489,41.8853,21.110093700000004,20.3835419,19.804197,19.3370027,19.0721592,21.051000000000002,20.469884999999998,19.93128,19.275905,18.980835,-4.067200000002151e-05,-1.535000000002505e-05
1328105,0.44154,41.6823,21.2069185,20.4830266,19.9863589,19.518946800000002,19.194865500000002,20.95353,20.487164999999997,19.98404,19.44287,19.13412,-8.093099999999e-05,-7.085000000001115e-05
1329166,0.73163,43.1799,21.1847082,20.6122717,20.3513127,20.120753,19.8114429,21.216169999999998,20.64473,20.429175,20.25352,19.917445,-0.0002550350000000018,-0.00025995000000000846
1329196,0.76933,43.2168,21.271363299999997,20.700782800000002,20.45122,20.2918438,19.9498092,21.329790000000003,20.79544,20.594945000000003,20.463324999999998,19.96177,-0.00027016399999995895,-0.000263649999999948
1329312,0.34479,41.2333,20.94071585714286,20.362376857142856,19.668948,19.393259285714286,18.89721857142857,20.841775,20.31926,19.464665,19.086354999999998,18.67882,-1.1748571428557211e-05,-2.8499999999709292e-06
1329615,0.40361,41.616,21.542008048780488,20.744939146341462,20.097695365853657,19.65326646341463,19.244289390243903,21.487499999999997,20.71842,19.922775,19.431759999999997,19.07452,2.4473170731679927e-05,1.299999999998515e-05
1330426,0.25954,40.442,20.407922499999998,19.820510416666664,19.196023055555557,18.84439958333333,18.543517916666666,19.726585,19.24297,18.58719,18.3671,18.0429,-1.6472222222217103e-05,-2.3650000000013934e-05
1330642,0.63392,42.5972,21.2899252,20.7341187,20.4119388,19.9909621,19.773764200000002,21.23324,20.716495000000002,20.46294,19.956915000000002,19.690835,-0.00021545400000004336,-0.0002243500000000395
1330903,0.5643,42.4881,21.3725385,20.6342472,20.2180995,19.7143679,19.5699654,21.354754999999997,20.80545,20.245005,19.71104,19.575110000000002,-0.00013245600000002275,-0.0001251500000000175
1331123,0.22157,40.1937,19.954953492063492,19.37748476190476,18.78743793650794,18.344338412698413,18.21897492063492,19.65188,19.06992,18.49666,18.09117,17.81203,1.3728571428582883e-05,7.35000000000041e-05
1331993,0.71962,43.1638,21.2698049,20.6746097,20.4299673,20.1706567,19.839825700000002,21.10905,20.48431,20.33851,20.20474,19.856685,-0.00020863900000003672,-0.000207050000000041
1332059,0.57884,42.5317,21.7857096,20.916802899999997,20.492219799999997,19.9795338,19.805995,21.584854999999997,20.964865,20.481389999999998,19.916150000000002,19.792015,-0.00020383200000001896,-0.0002193999999999805
1332413,0.60873,42.6179,21.5230033,20.9045423,20.5399958,20.0600775,19.933835300000002,21.514094999999998,20.98433,20.554145,20.00853,19.92164,-0.00014449699999998867,-0.0001291999999999955
1333246,0.43774,41.882,20.823617282608694,20.200229130434785,19.717735543478263,19.3457975,19.06417206521739,20.47024,20.183215,19.785989999999998,19.311885,19.054035,-4.288043478279804e-06,2.78999999999973e-05
1333438,0.39946,41.7119,21.079980612244896,20.443049591836736,19.958395102040818,19.548951836734695,19.147326632653062,21.024430000000002,20.389454999999998,19.732635000000002,19.235515,18.861835,-5.005714285712756e-05,-6.919999999996365e-05
1334084,0.13349,38.8266,19.364803064516128,18.510863548387096,17.85962935483871,17.378985322580647,17.21131870967742,19.347900000000003,18.258634999999998,17.50387,16.996005,16.79811,-1.8185483870965535e-05,5.249999999998306e-06
1334087,0.26629,40.2901,20.11998333333333,19.53466484848485,19.00783606060606,18.75944621212121,18.429489242424243,19.58609,19.268825,18.63477,18.442535,18.121989999999997,-2.8527272727298203e-05,-4.760000000003645e-05
1334302,0.45463,41.7873,21.259883100000003,20.5116811,19.9878406,19.4900937,19.2388314,21.410535,20.74143,20.176415,19.516914999999997,19.221780000000003,-8.210999999997735e-05,-8.934999999996024e-05
1334423,0.35791,41.3539,20.662365326086956,20.07588293478261,19.507786739130434,19.291980108695654,18.897834130434784,20.05383,19.756775,19.149105,19.023310000000002,18.523065000000003,1.197826086952349e-06,1.9450000000004152e-05
1334470,0.51876,42.1949,21.676311799999997,20.9169512,20.4403892,19.9752784,19.7183158,21.6173,21.045385000000003,20.461585,19.955105,19.649639999999998,-0.00014482299999999028,-0.00014944999999999499
1334597,0.28896,40.6763,20.31495344262295,19.807673442622953,19.252810983606558,19.029739344262296,18.6162837704918,20.14298,19.64414,18.98741,18.73677,18.27382,1.7786885245994877e-06,9.09999999998412e-06
1334620,0.19624,39.8927,20.272209677419355,19.416365967741935,18.61088258064516,18.09481629032258,17.903684677419356,19.856595,19.071395000000003,18.33849,17.87107,17.6687,-9.390322580643536e-06,-1.86000000000075e-05
1334644,0.28806,40.7075,20.63727375,19.950791785714284,19.275339464285715,18.990633392857145,18.488491785714285,20.033995,19.653925,18.87067,18.64166,18.167794999999998,2.8789285714301693e-05,1.6550000000004034e-05
1334645,0.24701,40.1983,20.79386103896104,20.0256587012987,19.364986883116885,19.016402857142857,18.7602587012987,20.167,19.47562,18.7773,18.34583,18.07663,-8.384415584421608e-06,-2.49999999999972e-05
1334707,0.64964,42.7805,21.4348793,20.801928699999998,20.5456502,20.1361311,19.8810583,21.337985000000003,20.752744999999997,20.532715,20.08953,19.914485,-0.0002346319999999986,-0.0002322499999999885
1334879,0.63936,42.79,21.1492049,20.456449499999998,20.1512763,19.7696305,19.650285699999998,20.962715,20.495334999999997,20.199395,19.78421,19.62873,-0.00012359400000003885,-0.000120950000000008
1335472,0.50598,42.079,21.620089800000002,20.7783245,20.230091,19.688151700000002,19.4899738,21.596325,20.878175,20.277725,19.709690000000002,19.44416,-0.00015876799999998547,-0.000148549999999969
1335564,0.6062,42.6158,21.644023200000003,20.8877848,20.4875909,20.0079518,19.8481165,21.548994999999998,20.862705,20.51617,19.932865,19.77436,-0.00020915199999996096,-0.000189600000000011
1335694,0.25912,40.4255,20.208159285714284,19.633969714285715,19.01937742857143,18.659323142857144,18.383728285714284,19.81733,19.35483,18.596895,18.36391,18.016444999999997,1.9382857142838763e-05,4.899999999999345e-05
1335717,0.30478,41.0411,20.520454266666665,19.939530133333335,19.249648133333334,19.033201066666667,18.52800146666667,20.04309,19.7122,18.95515,18.76181,18.30205,9.529333333339473e-06,-2.07999999999874e-05
1335718,0.69933,43.1107,21.258215500000002,20.6687437,20.471313600000002,20.2226481,19.921925599999998,21.181355,20.68455,20.58582,20.32504,20.010875,-0.00020220300000000374,-0.0002207000000000175
1335868,0.61942,42.6948,21.5196329,20.802303499999997,20.3793973,19.887332699999998,19.733562199999998,21.39486,20.777895,20.413649999999997,19.841835,19.682049999999997,-0.00021180199999997273,-0.00020799999999998549
1336008,0.43765,41.6253,20.7459452,20.1806889,19.770211200000002,19.4206949,19.1634078,20.519795000000002,20.189615,19.907384999999998,19.38645,19.15501,-1.4579999999985154e-05,-4.099999999979115e-06
1336009,0.34176,41.2122,20.531907727272728,20.051242727272726,19.58035196969697,19.448913484848486,18.93050681818182,20.544435,20.143405,19.455355,19.134,18.636035,8.025757575746949e-06,2.38499999999919e-05
1336453,0.18492,39.7435,20.42117703125,19.52916484375,18.772195,18.253984374999998,18.03335171875,19.886465,18.91298,18.211635,17.799515,17.646785,-4.4684375000001606e-05,-7.370000000000986e-05
1336480,0.25605,40.6458,20.64276052631579,19.921644078947367,19.31494657894737,18.995903552631578,18.65939539473684,19.98189,19.48722,18.854685,18.57768,18.218845,2.9764473684212495e-05,3.6050000000009604e-05
1336687,0.23381,40.1788,20.39055842105263,19.721469605263156,19.03400210526316,18.583704473684207,18.41872065789474,19.909645,19.445140000000002,18.664265,18.27573,18.09274,2.1357894736850344e-05,4.91000000000102e-05
1337117,0.55389,42.0827,21.3605843,20.7094151,20.327379399999998,19.893795,19.7402816,21.32373,20.820700000000002,20.42964,19.87113,19.708820000000003,-0.00015084599999999756,-0.0001338499999999905
1337228,0.57741,42.645,21.182381300000003,20.522913199999998,20.2348101,19.829191599999998,19.7092706,21.16549,20.69357,20.368445,19.87969,19.711755,-0.00012722599999997675,-0.000143549999999992
1337272,0.50276,42.161,21.3225853,20.5921928,20.1014261,19.6193682,19.3770613,21.365125,20.81487,20.285649999999997,19.678995,19.39746,-7.081099999998383e-05,-7.914999999997224e-05
1337325,0.63866,42.7804,21.5571715,20.8764764,20.455617500000002,19.9853846,19.7795841,21.54376,21.028955,20.523085000000002,19.88926,19.685295,-0.0001784720000000069,-0.0001789500000000105
1337649,0.26151,40.4182,20.276797213114754,19.530954098360656,18.953561147540984,18.67323114754098,18.236971475409835,19.60572,19.23714,18.62584,18.34789,17.95883,3.31344262294854e-05,3.88999999999528e-05
1337687,0.3287,41.0716,20.369983703703703,19.844905740740742,19.106151296296296,18.830051666666666,18.296877592592594,20.250754999999998,19.671985,18.851455,18.630195,18.097585,-1.0688888888876574e-05,-3.1000000000058504e-06
1337703,0.53226,41.9821,21.4185523,20.6388425,20.174041,19.698560099999998,19.511535300000002,21.240054999999998,20.64704,20.269379999999998,19.646659999999997,19.39668,-0.00012016899999995416,-0.00011989999999995
1337838,0.31195,40.9503,20.596335151515152,19.97666303030303,19.37798621212121,19.12724303030303,18.67805227272727,20.439075000000003,19.824465,19.087885,18.749119999999998,18.362515000000002,-2.835757575757948e-05,-7.019999999999245e-05
1338128,0.31185,41.0377,20.60731625,19.93342375,19.295748055555556,19.042406944444444,18.586787916666665,20.524880000000003,19.86055,19.087885,18.75093,18.317365000000002,-4.042500000001358e-05,-5.4350000000008504e-05
1338170,0.38677,41.3791,20.830527397260273,20.208159315068492,19.72154602739726,19.39606109589041,19.027690684931507,20.82592,20.18814,19.70956,19.31976,18.78987,-2.3824657534246463e-05,-7.26999999999811e-05
1338233,0.60149,42.7562,21.4263942,20.7811081,20.4120296,19.9373291,19.8267402,21.413024999999998,20.755605,20.438905,19.957009999999997,19.770429999999998,-0.00017725499999996918,-0.0001920999999999725
1338266,0.64846,43.0397,21.0597809,20.4648977,20.2169584,19.8747785,19.7184545,21.063405000000003,20.45548,20.275385,19.980245,19.8199,-0.0001958500000000381,-0.000208000000000041
1338278,0.56431,42.3969,21.4070815,20.653319200000002,20.246140399999998,19.7282696,19.5643152,21.434404999999998,20.80545,20.264545,19.71104,19.548955,-0.00013250899999997702,-0.0001229499999999545
1338387,0.58382,42.4199,21.3061474,20.618766500000003,20.2975671,19.861712,19.711992,21.326445,20.793625,20.493145,19.910874999999997,19.774214999999998,-0.00013421100000000273,-0.0001421999999999805
1338430,0.51718,42.0932,21.9679896,21.110067100000002,20.602860300000003,20.1174225,19.900430099999998,21.73507,21.079015,20.562835,20.080145,19.706635,-0.0001306629999999685,-0.00013944999999992947
1338471,0.53117,42.5253,21.5705274,20.707019100000004,20.1381707,19.6261232,19.366147599999998,21.514705,20.797545,20.28322,19.639165,19.371715000000002,-0.00010663500000002697,-9.090000000000484e-05
1338675,0.33048,41.1674,20.429954098360657,19.847605901639344,19.222858524590166,18.985901147540982,18.485429836065574,20.05106,19.76179,19.1045,18.77227,18.18661,-4.945081967213253e-05,-5.41000000000013e-05
1339002,0.30296,40.8204,20.222559090909094,19.72611015151515,19.11552818181818,18.92104045454545,18.418779393939392,19.759995,19.584325,18.831855,18.72183,18.166355000000003,-1.0368181818188946e-05,-1.6700000000008354e-05
1339149,0.4688,41.7631,21.5823526,20.685639000000002,20.1158943,19.6234948,19.3609087,21.426479999999998,20.940365,20.207575,19.461045,19.22768,-5.3981999999994e-05,-3.46999999999986e-05
1339392,0.18148,39.3953,20.48737806451613,19.65041822580645,18.90128048387097,18.364538387096776,18.172920161290325,19.891205,19.139975,18.450355000000002,17.966079999999998,17.760885000000002,3.4220967741934596e-05,7.215000000000685e-05
1339450,0.55048,42.4104,21.4143665,20.6968529,20.2649817,19.7710274,19.5914592,21.447319999999998,20.941905,20.29884,19.760095,19.500169999999997,-0.0001817799999999655,-0.000189099999999997
1340454,0.41997,41.4394,21.243939,20.498591,19.880783100000002,19.561342,19.257414400000002,21.243000000000002,20.453274999999998,19.65758,19.226805,18.933795,-6.718100000001e-05,-8.45500000000165e-05
1341370,0.409,41.7002,21.55227456521739,20.583324130434782,19.89987358695652,19.42636695652174,19.060015217391307,21.60002,20.720689999999998,19.79555,19.320455,18.96886,6.823913043502527e-06,6.4500000000189355e-06
1341894,0.31294,41.0061,20.147411643835618,19.836276164383563,19.20515109589041,19.026202465753425,18.48375890410959,19.67381,19.29597,18.81289,18.65806,18.17093,-8.516438356162918e-06,7.00000000020129e-07
1342255,0.21886,40.0296,20.373458656716416,19.758356268656716,19.038273134328357,18.50749104477612,18.35444447761194,19.89168,19.30949,18.58441,18.13976,17.99202,-9.732835820894044e-06,-6.000000000006e-06
1343208,0.49501,42.0821,21.354076199999998,20.613770300000002,20.0312268,19.5104212,19.2570646,21.46356,20.822045000000003,20.047595,19.452185,19.20671,-0.00011888200000000438,-0.000113500000000016
1343337,0.339,41.0555,20.856030588235296,20.147139294117647,19.457427411764705,19.14835694117647,18.69529082352941,20.39192,19.88563,19.1362,18.86917,18.40829,2.711764705859738e-06,4.06000000000017e-05
1343401,0.38284,41.3678,20.90257213114754,20.26242081967213,19.83000426229508,19.54493737704918,19.137369016393443,20.47423,20.13865,19.55549,19.32035,18.89404,1.191803278687385e-05,1.06999999999746e-05
1343533,0.36844,41.5479,20.675653561643834,20.227344383561647,19.66343794520548,19.39480904109589,18.928063835616438,20.40218,20.04465,19.55952,19.34498,18.8797,-3.78589041095781e-05,-5.72999999999823e-05
1343759,0.50617,42.1043,21.705381000000003,20.865558999999998,20.2795558,19.7187626,19.482747,21.606645,20.96888,20.271375,19.694965,19.370025,-0.00018206700000000876,-0.000200699999999998
1343871,0.63787,42.8637,21.117022700000003,20.573698800000003,20.266869200000002,19.967333,19.8060614,21.288195,20.76413,20.491979999999998,20.073895,19.916055,-0.0001309860000000449,-0.000127500000000058
1345553,0.31795,41.0772,20.90301338028169,20.218722253521126,19.545725492957747,19.25886957746479,18.752281549295777,20.38915,19.80213,19.01183,18.80955,18.3226,-2.7464788732519036e-06,-4.39999999999884e-05
1345582,0.45878,41.9679,21.3165666,20.546002199999997,19.92616,19.4969581,19.2396917,21.301765,20.75357,19.977575,19.42604,19.113465,-3.1182000000018974e-05,-1.1850000000035426e-05
1345594,0.42242,41.6796,21.189830200000003,20.4615545,19.8941566,19.545209,19.2521919,21.08907,20.47173,19.8354,19.337935,19.082214999999998,-4.813700000001863e-05,-6.490000000003435e-05
1346137,0.36326,41.364,20.601227023809525,20.017261547619047,19.40469119047619,19.13405369047619,18.681714404761905,20.260585,19.893479999999997,19.210614999999997,19.02165,18.532185,1.4109523809497928e-05,2.32499999999746e-05
1346387,0.34448,41.3081,21.118276911764706,20.373479705882353,19.605056470588234,19.325035882352942,18.845163676470587,21.041125,20.33471,19.423830000000002,19.1102,18.681235,-1.2092647058830865e-05,-1.5450000000000152e-05
1346956,0.33353,41.0366,21.162359361702126,20.496094255319147,19.818506382978722,19.681316382978725,19.164381063829786,20.80327,20.03514,19.25841,19.15613,18.71781,-1.4044680851058968e-05,-1.01000000000128e-05
