cid,zcmb,MU_SH0ES,u_mean,g_mean,r_mean,i_mean,z_mean,u_median,g_median,r_median,i_median,z_median,z_diff_mean,z_diff_median
20768,0.23735,40.7365,20.381836463414636,19.704003292682927,18.951808658536585,18.49444719512195,18.291958292682928,19.868575,19.30036,18.559694999999998,18.15915,18.01804,4.387682926828764e-05,0.0001092499999999905
20821,0.19534,40.1343,20.606944153846154,19.80680784615385,19.091297384615384,18.631475230769233,18.47123446153846,20.06993,19.34091,18.59368,18.17278,18.08168,-1.730615384616599e-05,2.34999999999818e-05
21006,0.29241,40.6378,20.061120666666667,19.456181166666667,18.809995,18.5635395,18.08655716666667,19.789835,19.293625,18.583840000000002,18.317925,17.86148,-1.961166666666805e-05,-9.19999999998697e-06
21033,0.23006,40.1283,20.34905061728395,19.828116172839508,19.126241604938272,18.659556666666667,18.490302469135802,19.80961,19.14328,18.52546,18.11708,18.01893,5.753086419881143e-07,-2.27999999999894e-05
21034,0.10751,38.4984,19.674149743589744,18.519903076923075,17.828673333333334,17.381068717948718,17.13381692307692,19.39388,18.09123,17.25534,16.82538,16.544,-3.7682051282045474e-05,-2.12999999999879e-05
21042,0.30955,40.72,20.78452560606061,20.30399818181818,19.621011515151515,19.392876515151514,18.871164999999998,20.513669999999998,19.964745,19.16885,19.042065,18.484625,-8.954545454537145e-06,1.2750000000005778e-05
21062,0.13729,39.3511,19.45965019607843,18.58417568627451,17.942123137254903,17.471569215686273,17.32231235294118,19.12809,18.04515,17.37531,16.98014,16.8677,6.501764705882584e-05,8.47999999999959e-05
22075,0.129,38.7547,19.984596393442622,19.037716721311476,18.37732426229508,17.84017737704918,17.578349836065573,19.27201,18.24101,17.49747,17.04166,16.80948,3.893278688524103e-05,6.38000000000027e-05
30006,0.50276,42.0703,21.3225853,20.5921928,20.1014261,19.6193682,19.3770613,21.365125,20.81487,20.285649999999997,19.678995,19.39746,-7.081099999998383e-05,-7.914999999997224e-05
30066,0.22552,40.1491,20.535121558441556,19.791652337662338,18.911206493506494,18.63593051948052,18.371686363636364,19.92167,19.22024,18.52516,18.1625,18.00329,-1.197402597400658e-06,-2.35999999999847e-05
40137,0.44756,41.8552,20.8834449,20.293373,19.8678195,19.4817021,19.2321041,20.74384,20.14701,19.911810000000003,19.43269,19.11101,-2.141300000001121e-05,-8.649999999998899e-06
40150,0.38174,41.5615,20.72604128205128,20.083657564102566,19.65522076923077,19.369744230769232,18.936267948717948,20.38881,19.99106,19.478614999999998,19.052104999999997,18.66103,-1.8741025641046428e-05,-6.205000000003565e-05
40166,0.44004,42.1401,21.447162600000002,20.5580971,19.9126236,19.471555900000002,19.1640062,21.291775,20.730620000000002,19.872695,19.36326,19.003864999999998,-0.00010935499999998524,-8.7349999999986e-05
40201,0.27987,40.5664,21.025605057471264,20.404328505747127,19.71230908045977,19.3228283908046,18.91820448275862,20.59151,19.84078,18.9798,18.77713,18.34112,-6.629885057480074e-06,6.79999999997349e-06
40780,0.23066,40.0717,19.98069411764706,19.494614558823532,18.843218823529412,18.358458529411763,18.20632132352941,19.545295,19.066339999999997,18.456055,18.0067,18.01453,6.380882352938052e-06,5.5399999999997105e-05
40782,0.33739,41.0098,21.420550000000002,20.610522222222222,19.915579682539683,19.675480476190476,19.129339365079367,21.15043,20.66369,19.66745,19.32552,18.90297,-2.9679365079391134e-05,-1.50000000000427e-05
50003,0.42689,41.813,21.2417679,20.487147500000003,19.9218787,19.537273600000002,19.2027088,21.08545,20.61835,19.90989,19.476205,19.158135,-8.955299999999149e-05,-9.06999999999991e-05
50005,0.52851,42.0855,21.5477592,20.890371000000002,20.332101,19.818670400000002,19.6085768,21.60076,21.05693,20.369205,19.740535,19.501620000000003,-0.00016041900000003355,-0.000163250000000003
50201,0.55011,42.3253,21.355934,20.672698,20.199609499999998,19.725601400000002,19.5377065,21.577555,20.900235000000002,20.307505,19.685475,19.411845,-0.0001420119999999844,-0.000163999999999997
50203,0.57609,42.4887,21.558224799999998,20.727414399999997,20.33135,19.8998646,19.6855032,21.51747,20.972385000000003,20.4014,19.71406,19.51983,-6.277899999998932e-05,-6.194999999997725e-05
50251,0.38772,41.6302,20.94669034883721,20.23871558139535,19.71716139534884,19.421052209302324,19.01685058139535,20.63888,20.06187,19.615385,19.382460000000002,18.90126,-1.8693023255824152e-05,-1.095000000000956e-05
50291,0.32535,41.2273,20.774783333333335,20.177158484848484,19.497571818181818,19.26494712121212,18.80147696969697,20.665495,20.056800000000003,19.365185,19.11708,18.65524,3.31393939394191e-05,3.4900000000004304e-05
50293,0.36005,41.187,21.45298282352941,20.68288682352941,20.05476423529412,19.86765282352941,19.38973988235294,21.34332,20.81179,19.94192,19.41805,19.05156,-9.235176470586407e-05,-0.000163999999999997
50296,0.35087,41.2532,20.668264307692308,20.067955846153847,19.44318430769231,19.17334676923077,18.705250923076925,20.11682,19.735,19.15825,18.95396,18.43829,-5.426153846170694e-06,6.79999999997349e-06
50301,0.34704,41.1174,21.136844852941177,20.452280294117646,19.808753088235296,19.592750147058823,19.111069411764703,21.210985,20.446885,19.650730000000003,19.22587,18.712695,4.410294117645214e-05,3.09999999999754e-05
50303,0.32829,41.3079,20.7274775,20.08217535714286,19.36484107142857,19.068400535714286,18.550188214285715,20.030525,19.737215,19.06595,18.869300000000003,18.322585,-1.3400000000020573e-05,-1.0050000000011415e-05
50580,0.4506,41.6446,21.2564978125,20.555089895833333,19.908583125,19.398318749999998,19.111786666666667,21.12402,20.65543,19.945005000000002,19.350924999999997,19.06913,-2.0513541666666705e-05,3.000000000002995e-06
50607,0.43926,41.8262,21.309877,20.540973100000002,20.0276498,19.5878138,19.321119200000002,21.21596,20.659860000000002,20.057029999999997,19.58702,19.27795,-7.241399999998104e-05,-9.16999999999723e-05
70955,0.3492,41.1406,20.622867142857142,20.154967,19.57131814285714,19.346438714285714,18.870222,20.559585,19.97247,19.508745,19.193745,18.666255,2.1524285714272587e-05,8.869999999999705e-05
80646,0.31813,41.0199,20.92568864864865,20.305548243243244,19.629540675675674,19.350204864864864,18.797663243243242,20.332520000000002,19.815035,19.044085000000003,18.881405,18.405450000000002,1.0229729729704307e-05,3.1399999999986946e-05
80723,0.43013,41.8354,21.126235700000002,20.4206641,19.9054404,19.4754696,19.1712131,20.96631,20.44519,19.805105,19.359099999999998,19.03908,-0.0001332880000000106,-0.00011565000000002249
90201,0.50817,42.0193,21.3803374,20.6111673,20.1283345,19.6507434,19.4334342,21.367714999999997,20.74183,20.092775,19.567715,19.386265,-0.0001599530000000079,-0.00015409999999999
90275,0.13959,39.0213,19.70242403225806,18.715610967741934,18.03824129032258,17.521752741935487,17.34989790322581,19.25524,18.26636,17.501875,17.045195,16.877715000000002,1.0253225806460386e-05,-7.649999999997899e-06
91869,0.28843,40.7458,20.558959852941175,19.910451176470588,19.13082588235294,18.955480441176473,18.47826426470588,20.085855000000002,19.63398,18.845689999999998,18.62191,18.188385,2.8497058823508834e-05,4.8599999999981896e-05
100090,0.17282,39.7263,20.61482101694915,19.833106779661016,19.05000593220339,18.423135423728812,18.21101881355932,19.96844,19.34996,18.49025,17.9269,17.70441,-5.906779661017248e-05,-7.84000000000062e-05
100101,0.42967,41.9219,20.9354277,20.2594204,19.726051299999998,19.3272001,19.0389723,20.76499,20.31994,19.77844,19.34811,18.896955,2.232200000000511e-05,5.4699999999990853e-05
100163,0.31773,41.0738,20.683455625,20.10650109375,19.47277203125,19.22515875,18.743946875,20.282384999999998,19.763075,18.954479999999997,18.7835,18.324935,2.803437499998553e-05,3.934999999999355e-05
100206,0.21653,39.8253,20.487697215189876,19.73604518987342,19.04433594936709,18.611008734177215,18.582320632911394,19.93946,19.33063,18.65406,18.22822,18.08405,2.765443037974762e-05,7.38999999999878e-05
100213,0.27511,40.7769,20.666538088235292,20.064579705882352,19.403312647058822,19.114465882352942,18.64620617647059,19.91348,19.555394999999997,18.908735,18.661475,18.228920000000002,1.3372058823509764e-05,3.014999999997875e-05
100358,0.36613,41.136,20.389785,19.97452546875,19.44271875,19.32621890625,18.87915140625,19.9714,19.644205,19.160125,19.05496,18.55651,-1.83562500000091e-05,-2.395000000002255e-05
100405,0.10298,38.1815,20.151094482758623,19.011545862068967,18.40306310344828,17.996752068965517,17.846182758620692,18.99488,18.00036,17.46906,17.05748,16.96259,-2.1586206896554112e-05,2.19999999999387e-06
110033,0.20471,39.8427,20.962178133333335,19.980392666666667,19.259954133333334,18.77978106666667,18.622464133333335,20.01796,19.29457,18.51705,18.04884,17.84009,2.6159999999978943e-06,4.85000000000068e-05
110425,0.38083,41.4511,20.867297721518987,20.259288987341773,19.848898607594936,19.6308817721519,19.153361772151897,20.30031,20.03227,19.67545,19.42066,19.02271,9.660759493664119e-06,3.24999999999908e-05
110426,0.54089,42.2791,21.337647,20.6142013,20.2235117,19.789593,19.6102673,21.33815,20.825555,20.372505,19.815714999999997,19.603135,-0.00012050899999998624,-0.00012349999999999801
110430,0.42085,41.728,21.290603368421053,20.63451463157895,19.995326000000002,19.521070842105264,19.145346210526316,21.17768,20.60929,19.93838,19.29527,18.92293,-3.662736842105577e-05,-4.31000000000181e-05
110460,0.19956,39.8511,20.571521830985915,19.613490000000002,18.889028309859157,18.416608450704224,18.241270422535212,19.94424,19.15232,18.54342,18.06428,17.92953,-1.6746478873115207e-06,6.20000000001175e-06
110478,0.26462,40.5153,20.23774440677966,19.72376525423729,19.10264305084746,18.838466101694912,18.284143050847458,19.77675,19.19035,18.50662,18.2208,17.79827,-3.3288135593239447e-05,-3.68000000000034e-05
110484,0.51087,42.0583,21.7055498,20.7782134,20.2292007,19.7436756,19.526401699999997,21.748775000000002,21.053964999999998,20.178715,19.640279999999997,19.276780000000002,-0.00012326000000004373,-9.70000000000137e-05
110536,0.23475,40.1912,20.271981794871795,19.759040512820512,19.03595717948718,18.576470897435897,18.345816538461538,19.739649999999997,19.245305000000002,18.726824999999998,18.35205,18.154474999999998,2.2410256410269167e-05,6.54500000000085e-05
110542,0.42694,41.8348,21.2161848,20.387289499999998,19.8321833,19.4494445,19.1392071,21.033765000000002,20.44654,19.8524,19.391350000000003,19.046655,-6.903599999998721e-05,-6.079999999999965e-05
110567,0.21442,40.0179,20.03659205882353,19.44553573529412,18.769362794117647,18.32444632352941,18.196027205882356,19.71035,19.051555,18.330039999999997,17.896025,17.680685,-2.3501470588235925e-05,-2.79000000000112e-05
110716,0.31577,41.2033,20.3643125,19.72171660714286,19.023415535714285,18.80669982142857,18.2701425,19.991245,19.55014,18.83711,18.666305,18.20243,-3.748749999999547e-05,-3.044999999998735e-05
110719,0.42784,42.2757,20.9628489010989,20.318331208791207,19.840514285714285,19.440225494505494,19.093278021978023,20.88183,20.537,19.70448,19.15302,18.90946,-1.3538461538459786e-05,2.99999999997524e-06
110721,0.57823,42.4512,21.4387754,20.7324015,20.331176499999998,19.8794967,19.7043279,21.361600000000003,20.64291,20.387505,19.84011,19.677265,-0.00018292900000001908,-0.000173350000000016
110734,0.40212,41.4795,20.983253,20.3279118,19.793867600000002,19.4570192,19.0793788,20.936145,20.41921,19.79881,19.33979,18.97166,-3.2100999999978834e-05,-4.9749999999959495e-05
120044,0.48171,42.3055,21.6171165,20.6737455,20.013012800000002,19.5003024,19.2424377,21.5106,20.861565,20.15383,19.44886,19.180825,-0.00013349300000002593,-0.000102850000000015
120085,0.32214,40.7271,20.446946769230767,19.812343076923078,19.163948307692305,18.92585323076923,18.376163076923074,19.98319,19.6046,18.89923,18.7074,18.19722,-2.0064615384595403e-05,-8.99999999970368e-07
120086,0.39262,41.4742,21.16385845360825,20.600939484536084,19.990200721649483,19.619806391752576,19.32792948453608,21.13924,20.5862,19.79968,19.37434,19.05231,1.480618556698388e-05,2.57999999999647e-05
120094,0.45169,41.9923,20.9340385,20.257266400000002,19.675098900000002,19.3326274,19.050158,20.899595,20.302079999999997,19.73297,19.10312,18.862569999999998,-0.00013710499999997937,-0.000130799999999986
120143,0.1736,39.3493,20.123185,19.383462173913045,18.624491739130434,18.168260652173913,17.989749782608698,19.74478,18.688415,17.995355,17.554454999999997,17.38459,4.9147826086951776e-05,3.5049999999994747e-05
120225,0.10728,38.7801,19.40628358974359,18.262759743589744,17.576209743589743,17.11656487179487,16.88176076923077,19.17683,17.96587,17.19052,16.71992,16.544,1.3100000000000567e-05,3.01999999999941e-05
120336,0.16134,39.3106,19.77551304347826,18.970969782608698,18.291824782608696,17.87757152173913,17.705106304347826,19.316380000000002,18.57411,17.953290000000003,17.559330000000003,17.391775,-3.7556521739141146e-05,-4.1700000000005594e-05
120369,0.33055,41.2306,20.410576071428572,19.805050535714287,19.143425892857145,18.90655160714286,18.39986035714286,20.01626,19.742710000000002,19.037575,18.82962,18.242035,-3.15732142857309e-05,-6.055000000002025e-05
120400,0.35156,41.3343,20.496574477611944,19.923540746268657,19.427069701492538,19.224430447761193,18.757598059701493,20.21402,19.8538,19.22889,18.93932,18.50122,-1.8029850746115665e-06,-1.37000000000053e-05
120444,0.29947,41.0213,20.468954852941177,19.947921029411766,19.39576191176471,19.148367352941175,18.714901764705882,19.955225,19.45458,18.964865,18.741239999999998,18.243405,5.5804411764692475e-05,6.290000000000455e-05
120585,0.24899,40.3167,20.596573037974682,19.817630126582277,19.171505189873418,18.784747088607595,18.53230860759494,20.03942,19.48863,18.81254,18.43211,18.17979,-1.0859493670874767e-05,-1.14999999999976e-05
130308,0.08221,37.8192,19.416045,18.367604722222225,17.7379925,17.312487222222224,17.045486944444445,18.78146,17.685605,17.000909999999998,16.560175,16.410980000000002,-9.31722222222653e-06,-2.985000000003956e-06
130755,0.29291,40.8268,20.252318653846153,19.68720923076923,19.009920961538462,18.79230923076923,18.33772653846154,19.799129999999998,19.487195,18.754804999999998,18.369245,17.930495,-4.5884615384621777e-05,-1.3750000000006799e-05
130862,0.3329,41.3299,20.872702181818184,20.27752290909091,19.586840545454546,19.439453272727274,18.952296727272728,20.78417,20.17798,19.24213,19.09021,18.55384,5.135818181820918e-05,8.57000000000218e-05
140152,0.20864,39.8798,20.280244868421054,19.665922763157894,18.97039815789474,18.498189605263157,18.413282631578948,19.729655,19.256124999999997,18.711375,18.232779999999998,18.10017,2.63144736842192e-05,3.405000000000765e-05
140181,0.10231,38.2511,19.599136388888887,18.43818111111111,17.60682277777778,17.094495833333333,16.831448055555555,19.138475,17.962785,17.12087,16.62628,16.39694,5.138888888890565e-06,2.970000000000745e-05
150254,0.27508,40.5286,20.607538358208956,19.99799089552239,19.355664925373134,19.08472552238806,18.621798805970148,19.84824,19.54481,18.86705,18.63126,18.21407,2.5794029850756355e-05,5.05000000000088e-05
150457,0.30339,40.9204,20.229278095238094,19.71457412698413,19.04449333333333,18.85264111111111,18.3399246031746,19.93423,19.56311,18.82926,18.63825,18.12071,8.453968253976922e-06,3.89000000000083e-05
150509,0.2928,40.7458,20.157403157894738,19.61205894736842,18.951978771929824,18.74797333333333,18.272771228070177,19.76282,19.45985,18.63602,18.36179,17.87871,-2.5726315789480097e-05,-4.16999999999778e-05
151034,0.13269,38.7841,20.01940263157895,18.897752456140353,18.192867894736843,17.7596550877193,17.55630350877193,19.32972,18.12534,17.43182,16.87885,16.71584,-1.0238596491230796e-05,-1.4000000000125e-06
160039,0.27085,40.4887,20.721606111111115,19.990315925925923,19.27136314814815,18.96945037037037,18.60030888888889,20.40934,19.772750000000002,18.931359999999998,18.656395,18.242055,-2.1801851851831136e-05,-5.244999999998165e-05
160066,0.53105,42.5109,21.4061998,20.6484021,20.0330558,19.5121507,19.2434421,21.28284,20.70393,20.233130000000003,19.605855,19.327345,-0.00012300800000001645,-0.000115599999999993
160070,0.35897,41.4429,20.54078472972973,19.959010405405404,19.476815810810812,19.244440945945946,18.804617027027028,20.433030000000002,20.116979999999998,19.46506,19.227635,18.663980000000002,8.541891891879433e-06,1.9400000000002735e-05
160099,0.10142,38.2982,19.960277209302326,18.95004976744186,18.24675046511628,17.674577441860468,17.47468976744186,19.13428,17.78024,17.35208,16.86793,16.7225,-2.210930232557716e-05,-0.000103999999999992
160126,0.36023,41.0791,20.963603116883117,20.30487935064935,19.73532935064935,19.501704935064936,19.089196493506496,20.72623,20.2171,19.62969,19.30382,18.90015,-1.8571428571364315e-06,-3.41999999999842e-05
160197,0.35361,41.3657,20.8497256,20.1746448,19.70599933333333,19.453938400000002,18.9967712,20.33862,19.92731,19.19875,19.0572,18.4852,-1.3217333333312217e-05,-3.15999999999649e-05
160198,0.34899,41.2499,20.6209245,20.1773065,19.591849833333335,19.352759666666667,18.925217333333332,20.486365,19.922015000000002,19.45563,19.215805,18.629205,2.3148333333308773e-05,3.884999999997915e-05
160200,0.42349,41.8403,21.158063936170212,20.407021382978723,19.91333053191489,19.526284468085105,19.216528936170214,20.935145,20.398055,19.806115,19.355040000000002,19.08692,-2.803617021274059e-05,-8.264999999998965e-05
170078,0.32089,41.2315,20.20337692307692,19.67589569230769,19.11519553846154,18.96056046153846,18.447501846153845,19.68162,19.38603,18.90264,18.72954,18.16652,7.512307692298256e-06,-3.37000000000253e-05
170428,0.30007,40.9837,20.437035542168676,19.90978108433735,19.288134819277108,19.13784253012048,18.649993975903612,20.07508,19.70428,18.93847,18.78361,18.2837,-2.8414457831331067e-05,-1.45999999999757e-05
180166,0.14757,39.161,20.10836037735849,19.180491698113208,18.316822264150943,17.749751698113208,17.508153396226415,19.57015,18.40948,17.54731,17.09327,16.89609,-1.2616981132083756e-05,-4.47000000000086e-05
180313,0.51006,42.0945,21.8913389,20.9189376,20.3690639,19.8542135,19.6301675,21.63354,20.9615,20.384439999999998,19.675375000000003,19.418435000000002,-0.000147151999999959,-0.000142699999999995
180561,0.22853,40.1604,20.265117283950616,19.621028395061728,18.91451740740741,18.49286851851852,18.33331382716049,19.84535,19.28055,18.52851,18.09592,17.92145,1.3253086419741846e-05,2.43999999999799e-05
190209,0.36648,41.2327,20.6946673015873,20.198826984126985,19.594100317460317,19.43626888888889,18.96637396825397,20.4411,20.18968,19.24022,19.04493,18.5798,1.5165079365105733e-05,1.02000000000157e-05
190230,0.13864,39.0467,19.470132391304347,18.562107826086955,17.78886456521739,17.32453652173913,17.170436304347824,19.26195,18.36446,17.518990000000002,17.048875000000002,16.823715,-2.207608695653632e-05,2.39999999998574e-06
190260,0.14344,39.1135,20.275388771929823,19.431590175438593,18.712099122807015,18.167900350877193,17.9221850877193,19.72823,18.85151,18.05264,17.62985,17.49652,-2.1754385965035943e-06,-6.30000000001462e-06
190340,0.13824,39.0229,19.610603018867923,18.549670188679244,17.797001320754717,17.329907735849055,17.18782037735849,19.37572,18.30473,17.52417,17.05561,16.82267,-3.401698113207801e-05,-4.11999999999912e-05
200132,0.20856,40.1034,20.390542125,19.737673125,19.06362175,18.613553125,18.515977749999998,20.03239,19.306935,18.724265,18.287155,18.17756,4.036250000005446e-06,4.23499999999965e-05
300105,0.09181,38.1602,19.654388666666666,18.833747666666667,18.22212933333333,17.738052999999997,17.456379333333334,18.507815,17.67377,17.23855,16.808395,16.61778,2.8989333333330908e-05,7.01949999999951e-05
300179,0.17896,39.7672,20.10454,19.363159452054795,18.653559726027396,18.165597260273973,18.03982835616438,19.54426,18.81947,18.27327,17.80043,17.63685,1.5850684931498385e-05,4.67999999999857e-05
310039,0.17156,39.4603,20.45503523809524,19.670699365079365,18.85866841269841,18.39309126984127,18.21704492063492,20.00252,18.97184,18.3484,17.90669,17.93061,-1.0012698412688958e-05,2.70000000002212e-06
310051,0.27045,40.5139,20.4616115,19.94556083333333,19.253238666666668,18.9168905,18.523646,20.133545,19.695790000000002,18.922955,18.681055,18.272444999999998,-2.008166666668806e-05,-1.42000000000197e-05
310090,0.34686,41.4163,21.077472,20.377216999999998,19.681430166666665,19.450457500000002,18.96261283333333,20.77077,20.217689999999997,19.550145,19.21035,18.682375,1.6016666666663592e-05,2.64999999999293e-06
310091,0.50716,42.2358,21.4718596,20.6537288,20.1059262,19.5986998,19.397773299999997,21.489649999999997,20.952225,20.135785,19.500455000000002,19.273235,-8.966000000005455e-05,-9.805000000007165e-05
310146,0.47943,41.8695,21.497079399999997,20.630644699999998,19.9936687,19.463286,19.204373399999998,21.531095,20.910175000000002,20.17965,19.47694,19.20171,-7.539000000002226e-05,-6.140000000001696e-05
310161,0.25247,40.4622,20.498966315789474,19.875702236842105,19.271782763157898,18.94321684210526,18.629183157894737,19.98977,19.580945,18.886855,18.55525,18.31189,-3.516315789476545e-05,-9.44000000000498e-05
310188,0.31893,41.141,20.138884264705883,19.690060735294114,19.16029176470588,19.031129852941177,18.548041029411763,19.65099,19.431595,19.04096,18.898055,18.410539999999997,1.1614705882364438e-05,-2.774999999999305e-05
310238,0.28395,40.5735,20.523860289855072,19.85462115942029,19.308368695652174,19.09733115942029,18.663654057971016,19.94114,19.48713,18.81293,18.43073,18.02264,3.586231884060121e-05,5.53000000000358e-05
310260,0.51879,42.1824,21.6430175,20.922363599999997,20.4461942,19.9847838,19.7263598,21.58751,21.045385000000003,20.43989,19.942304999999998,19.649639999999998,-0.0001539739999999642,-0.00016620000000000502
310574,0.23649,40.2636,20.252294102564104,19.666181923076923,19.002248846153847,18.58324358974359,18.37944730769231,19.830689999999997,19.28232,18.69084,18.303874999999998,18.066465,7.593589743584192e-06,-5.650000000009775e-06
320099,0.37989,41.4154,20.843454615384616,20.276164615384616,19.779268153846154,19.51129646153846,19.079624615384617,20.60725,20.1552,19.80965,19.4267,18.93814,8.84923076922309e-06,6.00000000017253e-07
320258,0.3409,41.0587,20.538871911764705,19.978647941176472,19.427298235294117,19.21690294117647,18.72613617647059,20.058230000000002,19.62478,19.296315,18.940469999999998,18.427615000000003,-4.2452941176454466e-05,-5.60999999999756e-05
320469,0.37087,41.4098,20.48365757142857,20.060409,19.586613142857143,19.333626714285714,18.823237142857142,20.27753,19.89383,19.362625,19.180425,18.736089999999997,-1.0328571428546467e-05,5.9000000000308755e-06
330022,0.26386,40.3035,20.452840172413794,19.883170172413795,19.16345379310345,18.801297758620688,18.42272189655172,19.83215,19.470865,18.86477,18.565705,18.16947,-1.0449999999985555e-05,-3.274999999997025e-05
330023,0.18064,39.7166,20.02771942857143,19.241932428571427,18.513579714285715,18.058766142857145,17.89218542857143,19.597225,18.787509999999997,18.090715000000003,17.64171,17.43714,3.692428571429152e-05,4.430000000001095e-05
330083,0.22373,40.0162,20.204295079365078,19.622134444444445,18.934729682539682,18.451280476190476,18.358642380952382,19.7909,19.12156,18.4667,18.10982,17.91658,5.286825396824238e-05,5.78999999999996e-05
330089,0.34872,41.3721,20.46965352112676,20.0035338028169,19.446876197183098,19.247902112676055,18.804155492957744,20.07966,19.81962,19.28449,19.11906,18.59902,-3.908591549293378e-05,-7.47999999999859e-05
330106,0.53091,41.8802,21.4412564,20.644189400000002,20.06602,19.5466719,19.2946787,21.28284,20.698520000000002,20.1772,19.605855,19.34717,-0.0001236389999999896,-0.00014524999999998502
330128,0.32095,40.9546,20.273853970588235,19.720206764705882,19.146673676470588,18.985893529411765,18.45538088235294,19.70707,19.39499,18.900965,18.737915,18.22271,-2.221323529413189e-05,-6.455000000002426e-05
340229,0.14108,39.0407,19.820832093023256,18.893246511627908,18.097591395348836,17.580273488372093,17.40977976744186,19.21885,18.36201,17.59229,17.13545,16.90883,9.541860465103414e-06,-1.53999999999987e-05
340334,0.30668,41.16,20.9868964,20.1395476,19.334866933333334,19.138699733333333,18.639177866666667,20.36557,19.80987,19.06577,18.84043,18.37917,1.9115999999990125e-05,3.02999999999831e-05
350027,0.30568,40.9451,20.787080163934426,20.05436557377049,19.266760163934425,18.98614639344262,18.55094442622951,20.51361,20.04219,18.9745,18.76472,18.34075,-1.5185245901646526e-05,1.13999999999947e-05
350047,0.23364,40.4148,20.15894304347826,19.550485652173915,18.892304637681157,18.43908550724638,18.292631739130435,19.77475,19.28756,18.64632,18.27159,18.07976,3.647681159421435e-05,2.33000000000038e-05
350050,0.40472,41.3373,21.40722,20.810017108433737,20.23869795180723,19.809431325301205,19.432560120481927,21.54333,20.9845,20.29839,19.79974,19.32607,2.897228915660289e-05,-2.66000000000432e-05
350078,0.30078,41.1729,20.361445862068965,19.82969396551724,19.211185,19.03473103448276,18.504256724137928,19.89559,19.64389,18.999325,18.76727,18.278955000000003,1.3010344827594698e-05,3.160000000002045e-05
350080,0.28577,40.671,20.19774609375,19.702565,19.10841640625,18.87926890625,18.49714921875,19.970950000000002,19.509115,18.89565,18.61826,18.24003,-9.110937500025191e-06,-3.345000000001815e-05
350083,0.3678,41.2627,20.453242025316456,19.96693151898734,19.457639620253165,19.22348569620253,18.77676,20.26675,19.88257,19.42658,19.0849,18.61633,1.733037974681939e-05,2.03999999999759e-05
350180,0.28952,40.9765,20.74018491525424,19.945415762711864,19.256992033898307,19.036009830508473,18.57431559322034,20.20857,19.65502,18.93823,18.66702,18.15165,2.1274576271188473e-05,7.03000000000231e-05
350192,0.3015,40.8585,20.704726206896552,20.047173620689655,19.33642775862069,19.141401896551724,18.687010172413796,20.61742,19.88671,19.04785,18.914285,18.333579999999998,-4.963793103439681e-06,-1.90999999999663e-05
350233,0.16935,39.5155,20.58822176470588,19.73336725490196,18.981121176470587,18.464559411764707,18.29219588235294,19.95093,19.08739,18.18589,17.7155,17.57022,3.245686274509795e-05,2.05000000000066e-05
350235,0.26384,40.5588,20.442236440677966,19.873923559322034,19.15692084745763,18.799138813559324,18.423058983050847,19.8606,19.48422,18.88573,18.60306,18.18281,-1.0818644067817936e-05,-3.03000000000386e-05
350316,0.07966,37.6003,19.784157352941175,18.52536764705882,17.784435588235294,17.338020588235295,16.920591764705883,19.16431,17.98082,17.107585,16.586335,16.24158,2.377088235294696e-05,8.59250000000075e-05
350374,0.5009,42.1165,21.7769022,20.862933899999998,20.239426599999998,19.703566000000002,19.444825599999998,21.847295000000003,21.16799,20.3871,19.74062,19.368605000000002,-7.067200000001041e-05,-4.86000000000097e-05
350548,0.18067,39.6391,20.055148428571428,19.269682,18.543051142857145,18.089181857142858,17.922791714285715,19.63928,18.803945,18.116120000000002,17.684559999999998,17.466915,1.8545714285717867e-05,2.19000000000052e-05
350606,0.3445,41.2914,21.1025475,20.357440735294116,19.587462647058825,19.306419264705884,18.828668970588236,21.041125,20.33471,19.423830000000002,19.086635,18.67898,-2.0230882352913056e-05,-2.3399999999978898e-05
350630,0.30525,40.9054,20.42229923076923,19.914135076923078,19.132971846153847,18.997152615384614,18.511177846153846,20.07819,19.70662,18.85713,18.64073,18.24339,-3.186000000002022e-05,-4.5200000000023e-05
360112,0.18071,39.6151,20.089103333333334,19.306719027777778,18.569933194444445,18.11061652777778,17.938466666666667,19.63928,18.814525000000003,18.154715,17.698805,17.4845,7.569444444358118e-07,-9.499999999995579e-07
360139,0.38594,41.5217,20.555867325581396,20.078842209302326,19.565605,19.275402790697672,18.87288058139535,20.153715,19.761585,19.386895,19.14723,18.658795,1.7661627906970155e-05,-2.50000000007185e-07
360140,0.23083,40.2958,19.863880615384613,19.406671538461538,18.756478769230768,18.288232461538463,18.172898,19.54944,19.09998,18.66729,18.16107,18.05572,5.756923076922334e-05,5.27999999999917e-05
360145,0.1986,39.8881,20.161875714285713,19.437158571428572,18.784451142857144,18.295871428571427,18.10183257142857,19.733314999999997,18.906995000000002,18.278154999999998,17.849675,17.696089999999998,-3.811714285714134e-05,-2.8949999999999748e-05
360156,0.04673,36.5081,17.7981625,16.47141375,15.735823125,15.31861625,15.207961875,17.458085,15.951845,15.093485000000001,14.68072,14.392815,4.619374999999329e-06,2.62449999999976e-05
370066,0.09066,38.0269,19.876319230769234,18.815561025641024,17.80447512820513,17.489055897435897,17.175903333333334,18.90728,17.53674,16.82855,16.35011,16.1603,6.180717948717493e-05,0.000122959999999991
